Date,Symbol,Price,Unlocked Supply,Date_diff,Insiders,insider_supply_growth,insider_supply_growth_percentage,insider_unlock_type,insider_owned_float_percentage
2020-12-31,OKT,0.0,0,0,0,0.0,0.0,no unlock,
2021-01-01,OKT,0.0,24352,1,0,0.0,0.0,no unlock,0.0
2021-01-02,OKT,0.0,48704,1,0,0.0,0.0,no unlock,0.0
2021-01-03,OKT,0.0,73056,1,0,0.0,0.0,no unlock,0.0
2021-01-04,OKT,0.0,97408,1,0,0.0,0.0,no unlock,0.0
2021-01-05,OKT,0.0,121760,1,0,0.0,0.0,no unlock,0.0
2021-01-06,OKT,0.0,146112,1,0,0.0,0.0,no unlock,0.0
2021-01-07,OKT,0.0,170464,1,0,0.0,0.0,no unlock,0.0
2021-01-08,OKT,0.0,194816,1,0,0.0,0.0,no unlock,0.0
2021-01-09,OKT,0.0,219168,1,0,0.0,0.0,no unlock,0.0
2021-01-10,OKT,0.0,243520,1,0,0.0,0.0,no unlock,0.0
2021-01-11,OKT,0.0,267872,1,0,0.0,0.0,no unlock,0.0
2021-01-12,OKT,0.0,292224,1,0,0.0,0.0,no unlock,0.0
2021-01-13,OKT,0.0,316576,1,0,0.0,0.0,no unlock,0.0
2021-01-14,OKT,0.0,340928,1,0,0.0,0.0,no unlock,0.0
2021-01-15,OKT,0.0,365280,1,0,0.0,0.0,no unlock,0.0
2021-01-16,OKT,0.0,389632,1,0,0.0,0.0,no unlock,0.0
2021-01-17,OKT,0.0,413984,1,0,0.0,0.0,no unlock,0.0
2021-01-18,OKT,0.0,438336,1,0,0.0,0.0,no unlock,0.0
2021-01-19,OKT,54.32,462687,1,0,0.0,0.0,no unlock,0.0
2021-01-20,OKT,54.32,487039,1,0,0.0,0.0,no unlock,0.0
2021-01-21,OKT,62.24,511391,1,0,0.0,0.0,no unlock,0.0
2021-01-22,OKT,72.97,535743,1,0,0.0,0.0,no unlock,0.0
2021-01-23,OKT,66.56,560095,1,0,0.0,0.0,no unlock,0.0
2021-01-24,OKT,65.82,584447,1,0,0.0,0.0,no unlock,0.0
2021-01-25,OKT,64.55,608799,1,0,0.0,0.0,no unlock,0.0
2021-01-26,OKT,65.43,633151,1,0,0.0,0.0,no unlock,0.0
2021-01-27,OKT,50.3,657503,1,0,0.0,0.0,no unlock,0.0
2021-01-28,OKT,44.33,681855,1,0,0.0,0.0,no unlock,0.0
2021-01-29,OKT,46.61,706207,1,0,0.0,0.0,no unlock,0.0
2021-01-30,OKT,40.07,730559,1,0,0.0,0.0,no unlock,0.0
2021-01-31,OKT,37.98,754911,1,0,0.0,0.0,no unlock,0.0
2021-02-01,OKT,37.56,779263,1,0,0.0,0.0,no unlock,0.0
2021-02-02,OKT,35.62,803615,1,0,0.0,0.0,no unlock,0.0
2021-02-03,OKT,36.65,827967,1,0,0.0,0.0,no unlock,0.0
2021-02-04,OKT,37.06,852319,1,0,0.0,0.0,no unlock,0.0
2021-02-05,OKT,35.46,876671,1,0,0.0,0.0,no unlock,0.0
2021-02-06,OKT,40.66,901023,1,0,0.0,0.0,no unlock,0.0
2021-02-07,OKT,39.52,925375,1,0,0.0,0.0,no unlock,0.0
2021-02-08,OKT,34.97,949727,1,0,0.0,0.0,no unlock,0.0
2021-02-09,OKT,35.11,974079,1,0,0.0,0.0,no unlock,0.0
2021-02-10,OKT,43.28,998431,1,0,0.0,0.0,no unlock,0.0
2021-02-11,OKT,46.56,1022783,1,0,0.0,0.0,no unlock,0.0
2021-02-12,OKT,45.3,1047135,1,0,0.0,0.0,no unlock,0.0
2021-02-13,OKT,48.08,1071487,1,0,0.0,0.0,no unlock,0.0
2021-02-14,OKT,49.69,1095839,1,0,0.0,0.0,no unlock,0.0
2021-02-15,OKT,53.19,1120191,1,0,0.0,0.0,no unlock,0.0
2021-02-16,OKT,50.21,1144543,1,0,0.0,0.0,no unlock,0.0
2021-02-17,OKT,50.53,1168895,1,0,0.0,0.0,no unlock,0.0
2021-02-18,OKT,64.55,1193247,1,0,0.0,0.0,no unlock,0.0
2021-02-19,OKT,66.79,1217599,1,0,0.0,0.0,no unlock,0.0
2021-02-20,OKT,91.35,1241951,1,0,0.0,0.0,no unlock,0.0
2021-02-21,OKT,78.35,1266303,1,0,0.0,0.0,no unlock,0.0
2021-02-22,OKT,93.44,1290655,1,0,0.0,0.0,no unlock,0.0
2021-02-23,OKT,90.89,1315007,1,0,0.0,0.0,no unlock,0.0
2021-02-24,OKT,81.73,1339359,1,0,0.0,0.0,no unlock,0.0
2021-02-25,OKT,86.25,1363711,1,0,0.0,0.0,no unlock,0.0
2021-02-26,OKT,79.57,1388062,1,0,0.0,0.0,no unlock,0.0
2021-02-27,OKT,80.32,1412414,1,0,0.0,0.0,no unlock,0.0
2021-02-28,OKT,117.54,1436766,1,0,0.0,0.0,no unlock,0.0
2021-03-01,OKT,105.57,1461118,1,0,0.0,0.0,no unlock,0.0
2021-03-02,OKT,124.48,1485470,1,0,0.0,0.0,no unlock,0.0
2021-03-03,OKT,120.34,1509822,1,0,0.0,0.0,no unlock,0.0
2021-03-04,OKT,123.11,1534174,1,0,0.0,0.0,no unlock,0.0
2021-03-05,OKT,119.58,1558526,1,0,0.0,0.0,no unlock,0.0
2021-03-06,OKT,126.22,1582878,1,0,0.0,0.0,no unlock,0.0
2021-03-07,OKT,129.06,1607230,1,0,0.0,0.0,no unlock,0.0
2021-03-08,OKT,136.43,1631582,1,0,0.0,0.0,no unlock,0.0
2021-03-09,OKT,127.92,1655934,1,0,0.0,0.0,no unlock,0.0
2021-03-10,OKT,130.72,1680286,1,0,0.0,0.0,no unlock,0.0
2021-03-11,OKT,123.15,1704638,1,0,0.0,0.0,no unlock,0.0
2021-03-12,OKT,124.76,1728990,1,0,0.0,0.0,no unlock,0.0
2021-03-13,OKT,123.19,1753342,1,0,0.0,0.0,no unlock,0.0
2021-03-14,OKT,127.4,1777694,1,0,0.0,0.0,no unlock,0.0
2021-03-15,OKT,127.91,1802046,1,0,0.0,0.0,no unlock,0.0
2021-03-16,OKT,122.37,1826398,1,0,0.0,0.0,no unlock,0.0
2021-03-17,OKT,123.27,1850750,1,0,0.0,0.0,no unlock,0.0
2021-03-18,OKT,127.59,1875102,1,0,0.0,0.0,no unlock,0.0
2021-03-19,OKT,126.94,1899454,1,0,0.0,0.0,no unlock,0.0
2021-03-20,OKT,124.68,1923806,1,0,0.0,0.0,no unlock,0.0
2021-03-21,OKT,124.01,1948158,1,0,0.0,0.0,no unlock,0.0
2021-03-22,OKT,120.28,1972510,1,0,0.0,0.0,no unlock,0.0
2021-03-23,OKT,115.89,1996862,1,0,0.0,0.0,no unlock,0.0
2021-03-24,OKT,124.04,2021214,1,0,0.0,0.0,no unlock,0.0
2021-03-25,OKT,120.3,2045566,1,0,0.0,0.0,no unlock,0.0
2021-03-26,OKT,111.68,2069918,1,0,0.0,0.0,no unlock,0.0
2021-03-27,OKT,118.37,2094270,1,0,0.0,0.0,no unlock,0.0
2021-03-28,OKT,116.51,2118622,1,0,0.0,0.0,no unlock,0.0
2021-03-29,OKT,127.46,2142974,1,0,0.0,0.0,no unlock,0.0
2021-03-30,OKT,132.83,2167326,1,0,0.0,0.0,no unlock,0.0
2021-03-31,OKT,153.22,2191678,1,0,0.0,0.0,no unlock,0.0
2021-04-01,OKT,150.56,2216030,1,0,0.0,0.0,no unlock,0.0
2021-04-02,OKT,159.87,2240382,1,0,0.0,0.0,no unlock,0.0
2021-04-03,OKT,162.67,2264734,1,0,0.0,0.0,no unlock,0.0
2021-04-04,OKT,149.7,2289086,1,0,0.0,0.0,no unlock,0.0
2021-04-05,OKT,173.39,2313437,1,0,0.0,0.0,no unlock,0.0
2021-04-06,OKT,202.38,2337789,1,0,0.0,0.0,no unlock,0.0
2021-04-07,OKT,206.33,2362141,1,0,0.0,0.0,no unlock,0.0
2021-04-08,OKT,210.33,2386493,1,0,0.0,0.0,no unlock,0.0
2021-04-09,OKT,228.11,2410845,1,0,0.0,0.0,no unlock,0.0
2021-04-10,OKT,218.91,2435197,1,0,0.0,0.0,no unlock,0.0
2021-04-11,OKT,211.25,2459549,1,0,0.0,0.0,no unlock,0.0
2021-04-12,OKT,212.79,2483901,1,0,0.0,0.0,no unlock,0.0
2021-04-13,OKT,225.91,2508253,1,0,0.0,0.0,no unlock,0.0
2021-04-14,OKT,216.34,2532605,1,0,0.0,0.0,no unlock,0.0
2021-04-15,OKT,225.52,2556957,1,0,0.0,0.0,no unlock,0.0
2021-04-16,OKT,238.11,2581309,1,0,0.0,0.0,no unlock,0.0
2021-04-17,OKT,211.36,2605661,1,0,0.0,0.0,no unlock,0.0
2021-04-18,OKT,213.18,2630013,1,0,0.0,0.0,no unlock,0.0
2021-04-19,OKT,196.72,2654365,1,0,0.0,0.0,no unlock,0.0
2021-04-20,OKT,168.51,2678717,1,0,0.0,0.0,no unlock,0.0
2021-04-21,OKT,177.95,2703069,1,0,0.0,0.0,no unlock,0.0
2021-04-22,OKT,174.13,2727421,1,0,0.0,0.0,no unlock,0.0
2021-04-23,OKT,159.81,2751773,1,0,0.0,0.0,no unlock,0.0
2021-04-24,OKT,165.88,2776125,1,0,0.0,0.0,no unlock,0.0
2021-04-25,OKT,190.25,2800477,1,0,0.0,0.0,no unlock,0.0
2021-04-26,OKT,191.87,2824829,1,0,0.0,0.0,no unlock,0.0
2021-04-27,OKT,208.36,2849181,1,0,0.0,0.0,no unlock,0.0
2021-04-28,OKT,213.24,2873533,1,0,0.0,0.0,no unlock,0.0
2021-04-29,OKT,202.7,2897885,1,0,0.0,0.0,no unlock,0.0
2021-04-30,OKT,208.75,2922237,1,0,0.0,0.0,no unlock,0.0
2021-05-01,OKT,209.08,2946589,1,0,0.0,0.0,no unlock,0.0
2021-05-02,OKT,233.82,2970941,1,0,0.0,0.0,no unlock,0.0
