Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Private Investors,Public Investors,Community & Other
Apr 18 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 18 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 17 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 17 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 17 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 16 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 16 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 16 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 15 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 15 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 15 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 14 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 14 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 14 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 13 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 13 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 12 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 12 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 12 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 11 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 11 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 11 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 10 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 10 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 10 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 09 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 09 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
