Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Reserved,Community & Other
Aug 07 2050,MYRIA,0,49998558232.31,49998558232.31,9500000000.00,21000000000.00,19498558232.31
Aug 06 2050,MYRIA,0,49998556727.33,49998556727.33,9500000000.00,21000000000.00,19498556727.33
Aug 04 2050,MYRIA,0,49998553717.38,49998553717.38,9500000000.00,21000000000.00,19498553717.38
Aug 03 2050,MYRIA,0,49998552212.40,49998552212.40,9500000000.00,21000000000.00,19498552212.40
Aug 01 2050,MYRIA,0,49998549202.45,49998549202.45,9500000000.00,21000000000.00,19498549202.45
Jul 31 2050,MYRIA,0,49998547697.47,49998547697.47,9500000000.00,21000000000.00,19498547697.47
Jul 29 2050,MYRIA,0,49998544687.52,49998544687.52,9500000000.00,21000000000.00,19498544687.52
Jul 28 2050,MYRIA,0,49998543182.54,49998543182.54,9500000000.00,21000000000.00,19498543182.54
Jul 26 2050,MYRIA,0,49998540172.59,49998540172.59,9500000000.00,21000000000.00,19498540172.59
Jul 25 2050,MYRIA,0,49998538667.61,49998538667.61,9500000000.00,21000000000.00,19498538667.61
Jul 23 2050,MYRIA,0,49998535657.66,49998535657.66,9500000000.00,21000000000.00,19498535657.66
Jul 22 2050,MYRIA,0,49998534152.68,49998534152.68,9500000000.00,21000000000.00,19498534152.68
Jul 20 2050,MYRIA,0,49998531142.73,49998531142.73,9500000000.00,21000000000.00,19498531142.73
Jul 19 2050,MYRIA,0,49998529637.75,49998529637.75,9500000000.00,21000000000.00,19498529637.75
Jul 17 2050,MYRIA,0,49998526627.80,49998526627.80,9500000000.00,21000000000.00,19498526627.80
Jul 16 2050,MYRIA,0,49998525122.82,49998525122.82,9500000000.00,21000000000.00,19498525122.82
Jul 14 2050,MYRIA,0,49998522112.87,49998522112.87,9500000000.00,21000000000.00,19498522112.87
Jul 13 2050,MYRIA,0,49998520607.89,49998520607.89,9500000000.00,21000000000.00,19498520607.89
Jul 11 2050,MYRIA,0,49998517597.94,49998517597.94,9500000000.00,21000000000.00,19498517597.94
Jul 10 2050,MYRIA,0,49998516092.96,49998516092.96,9500000000.00,21000000000.00,19498516092.96
Jul 08 2050,MYRIA,0,49998513083.01,49998513083.01,9500000000.00,21000000000.00,19498513083.01
Jul 07 2050,MYRIA,0,49998511578.03,49998511578.03,9500000000.00,21000000000.00,19498511578.03
Jul 06 2050,MYRIA,0,49998510073.06,49998510073.06,9500000000.00,21000000000.00,19498510073.05
Jul 04 2050,MYRIA,0,49998507063.10,49998507063.10,9500000000.00,21000000000.00,19498507063.10
Jul 03 2050,MYRIA,0,49998505558.13,49998505558.13,9500000000.00,21000000000.00,19498505558.12
Jul 01 2050,MYRIA,0,49998502548.17,49998502548.17,9500000000.00,21000000000.00,19498502548.17
Jun 30 2050,MYRIA,0,49998501043.19,49998501043.19,9500000000.00,21000000000.00,19498501043.19
Jun 28 2050,MYRIA,0,49998498033.24,49998498033.24,9500000000.00,21000000000.00,19498498033.24
Jun 27 2050,MYRIA,0,49998496528.26,49998496528.26,9500000000.00,21000000000.00,19498496528.26
Jun 25 2050,MYRIA,0,49998493518.31,49998493518.31,9500000000.00,21000000000.00,19498493518.31
Jun 24 2050,MYRIA,0,49998492013.33,49998492013.33,9500000000.00,21000000000.00,19498492013.33
Jun 22 2050,MYRIA,0,49998489003.38,49998489003.38,9500000000.00,21000000000.00,19498489003.38
Jun 21 2050,MYRIA,0,49998487498.40,49998487498.40,9500000000.00,21000000000.00,19498487498.40
Jun 19 2050,MYRIA,0,49998484488.45,49998484488.45,9500000000.00,21000000000.00,19498484488.45
Jun 18 2050,MYRIA,0,49998482983.47,49998482983.47,9500000000.00,21000000000.00,19498482983.47
Jun 16 2050,MYRIA,0,49998479973.52,49998479973.52,9500000000.00,21000000000.00,19498479973.52
Jun 15 2050,MYRIA,0,49998478468.54,49998478468.54,9500000000.00,21000000000.00,19498478468.54
Jun 13 2050,MYRIA,0,49998475458.59,49998475458.59,9500000000.00,21000000000.00,19498475458.59
Jun 12 2050,MYRIA,0,49998473953.61,49998473953.61,9500000000.00,21000000000.00,19498473953.61
Jun 10 2050,MYRIA,0,49998470943.66,49998470943.66,9500000000.00,21000000000.00,19498470943.66
Jun 09 2050,MYRIA,0,49998469438.68,49998469438.68,9500000000.00,21000000000.00,19498469438.68
Jun 07 2050,MYRIA,0,49998466428.73,49998466428.73,9500000000.00,21000000000.00,19498466428.73
Jun 06 2050,MYRIA,0,49998464923.75,49998464923.75,9500000000.00,21000000000.00,19498464923.75
Jun 04 2050,MYRIA,0,49998461913.80,49998461913.80,9500000000.00,21000000000.00,19498461913.80
Jun 03 2050,MYRIA,0,49998460408.82,49998460408.82,9500000000.00,21000000000.00,19498460408.82
Jun 01 2050,MYRIA,0,49998457398.87,49998457398.87,9500000000.00,21000000000.00,19498457398.87
May 31 2050,MYRIA,0,49998455893.89,49998455893.89,9500000000.00,21000000000.00,19498455893.89
May 30 2050,MYRIA,0,49998454388.92,49998454388.92,9500000000.00,21000000000.00,19498454388.92
May 28 2050,MYRIA,0,49998451378.96,49998451378.96,9500000000.00,21000000000.00,19498451378.96
May 27 2050,MYRIA,0,49998449873.99,49998449873.99,9500000000.00,21000000000.00,19498449873.99
May 25 2050,MYRIA,0,49998446864.03,49998446864.03,9500000000.00,21000000000.00,19498446864.03
May 24 2050,MYRIA,0,49998445359.06,49998445359.06,9500000000.00,21000000000.00,19498445359.06
May 22 2050,MYRIA,0,49998442349.10,49998442349.10,9500000000.00,21000000000.00,19498442349.10
May 21 2050,MYRIA,0,49998440844.13,49998440844.13,9500000000.00,21000000000.00,19498440844.13
May 19 2050,MYRIA,0,49998437834.17,49998437834.17,9500000000.00,21000000000.00,19498437834.17
May 18 2050,MYRIA,0,49998436329.20,49998436329.20,9500000000.00,21000000000.00,19498436329.20
May 16 2050,MYRIA,0,49998433319.24,49998433319.24,9500000000.00,21000000000.00,19498433319.24
May 15 2050,MYRIA,0,49998431814.27,49998431814.27,9500000000.00,21000000000.00,19498431814.27
May 13 2050,MYRIA,0,49998428804.31,49998428804.31,9500000000.00,21000000000.00,19498428804.31
May 12 2050,MYRIA,0,49998427299.34,49998427299.34,9500000000.00,21000000000.00,19498427299.34
May 10 2050,MYRIA,0,49998424289.38,49998424289.38,9500000000.00,21000000000.00,19498424289.38
May 09 2050,MYRIA,0,49998422784.41,49998422784.41,9500000000.00,21000000000.00,19498422784.41
